IFID,pairID,Relation,ClusterID,CFID,SpaceGroup,CrystForm,PdbID,DomainInterfaceID,SurfaceArea,InterfaceUnit,ChainPfamArch,InAsu,InPdb,InPisa,ASU,PDBBA,PDBBAID,PISABA,PISABAID,UnpCode,#CfgCluster,#EntryCluster,MinSeqIdentity,#CfgRelation,#EntryRelation,#EntryHomo,#EntryHetero,#EntryIntra,ClusterInterface,MediumSurfaceArea,Name,Species,chainA,chainB
IF15077,(MRP-L27)(MRP-L47),11871,1,9,P 1(EMI),A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRSTUV,7a5k,65,1027.65,AB,(MRP-L27);(MRP-L47),1,1,0,A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRSTUV,A2BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC)(BD)(BE)(BF)(BG)(BH)(BI)(BJ)(BK)(BL)(BM)(BN)(BO)(BP)(BQ)(BR)(BS)(BT)(BU)(BV)(BW)(BX)(BY)(BZ)(CA)(CB)(CC)(CD)(CE)(CF),1,-,-1,RM41_HUMAN;RM47_HUMAN,,,,,,,,,,,"MRP-L41,39S RIBOSOMAL PROTEIN L27 HOMOLOG,BCL-2-INTERACTING MITOCHONDRIAL RIBOSOMAL PROTEIN L41,CELL PROLIFERATION-INDUCING GENE 3 PROTEIN,MRP-L27 HOMOLOG,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN ML41;MRP-L47,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN UL29M,NASOPHARYNGEAL CARCINOMA METASTASIS-RELATED PROTEIN 1",Homo sapiens;Homo sapiens,93,Y3
IF15075,(MRP-L27)(MRP-L47),11871,1,68,P 1(EMI),A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRSTU(1),7l08,112,1034.2,AB,(MRP-L47);(MRP-L27),1,1,0,A2BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRSTU,A2BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC)(BD)(BE)(BF)(BG)(BH)(BI)(BJ)(BK)(BL)(BM)(BN)(BO)(BP)(BQ)(BR)(BS)(BT)(BU)(BV)(BW)(BX)(BY)(BZ)(CA)(CB)(CC)(CD)(CE),1,-,-1,RM47_HUMAN;RM41_HUMAN,,,,,,,,,,,"MRP-L47,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN UL29M,NASOPHARYNGEAL CARCINOMA METASTASIS-RELATED PROTEIN 1;MRP-L41,39S RIBOSOMAL PROTEIN L27 HOMOLOG,BCL-2-INTERACTING MITOCHONDRIAL RIBOSOMAL PROTEIN L41,CELL PROLIFERATION-INDUCING GENE 3 PROTEIN,MRP-L27 HOMOLOG,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN ML41",Homo sapiens;Homo sapiens,9,Y
IF15074,(MRP-L27)(MRP-L47),11871,1,59,P 1(EMI),A3BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz01,7l20,64,1025.4,AB,(MRP-L47);(MRP-L27),1,1,0,A3BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz01,A2BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB),1,-,-1,RM47_HUMAN;RM41_HUMAN,,,,,,,,,,,"MRP-L47,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN UL29M,NASOPHARYNGEAL CARCINOMA METASTASIS-RELATED PROTEIN 1;MRP-L41,39S RIBOSOMAL PROTEIN L27 HOMOLOG,BCL-2-INTERACTING MITOCHONDRIAL RIBOSOMAL PROTEIN L41,CELL PROLIFERATION-INDUCING GENE 3 PROTEIN,MRP-L27 HOMOLOG,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN ML41",Homo sapiens;Homo sapiens,9,Y
IF15073,(MRP-L27)(MRP-L47),11871,1,41,P 1(EMI),A6BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRSTU,7nqh,81,1112.85,AB,(MRP-L47);(MRP-L27),1,1,0,A6BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRSTU,A6BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC)(BD)(BE)(BF)(BG)(BH)(BI)(BJ)(BK)(BL)(BM)(BN)(BO)(BP)(BQ)(BR)(BS)(BT)(BU)(BV)(BW)(BX)(BY)(BZ)(CA)(CB)(CC)(CD)(CE),1,-,-1,F1SGC7_PIG;A0A287AWS0_PIG,,,,,,,,,,,Mitochondrial ribosomal protein L47;Mitochondrial ribosomal protein L41,Sus scrofa;Sus scrofa,Be,B2
IF15072,(MRP-L27)(MRP-L47),11871,1,43,P 1(EMI),A6BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRSTU,7nql,31,1093.55,AB,(MRP-L27);(MRP-L47),1,1,0,A6BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRSTU,A6BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC)(BD)(BE)(BF)(BG)(BH)(BI)(BJ)(BK)(BL)(BM)(BN)(BO)(BP)(BQ)(BR)(BS)(BT)(BU)(BV)(BW)(BX)(BY)(BZ)(CA)(CB)(CC)(CD)(CE),1,-,-1,A0A287AWS0_PIG;F1SGC7_PIG,,,,,,,,,,,Mitochondrial ribosomal protein L41;Mitochondrial ribosomal protein L47,Sus scrofa;Sus scrofa,Be,B2
IF15071,(MRP-L27)(MRP-L47),11871,1,60,P 1(EMI),A7BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0,7nsh,50,1089.7,AB,(MRP-L27);(MRP-L47),1,1,0,A7BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0,A7BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA),1,-,-1,A0A287AWS0_PIG;F1SGC7_PIG,,,,,,,,,,,Mitochondrial ribosomal protein L41;Mitochondrial ribosomal protein L47,Sus scrofa;Sus scrofa,Be,B2
IF15070,(MRP-L27)(MRP-L47),11871,1,44,P 1(EMI),A6BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRSTU,7nsi,20,1082.5,AB,(MRP-L47);(MRP-L27),1,1,0,A6BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRSTU,A6BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC)(BD)(BE)(BF)(BG)(BH)(BI)(BJ)(BK)(BL)(BM)(BN)(BO)(BP)(BQ)(BR)(BS)(BT)(BU)(BV)(BW)(BX)(BY)(BZ)(CA)(CB)(CC)(CD)(CE),1,-,-1,F1SGC7_PIG;A0A287AWS0_PIG,,,,,,,,,,,Mitochondrial ribosomal protein L47;Mitochondrial ribosomal protein L41,Sus scrofa;Sus scrofa,Be,B2
IF15069,(MRP-L27)(MRP-L47),11871,1,45,P 1(EMI),A6BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRST,7nsj,21,1080.45,AB,(MRP-L47);(MRP-L27),1,1,0,A6BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRST,A6BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC)(BD)(BE)(BF)(BG)(BH)(BI)(BJ)(BK)(BL)(BM)(BN)(BO)(BP)(BQ)(BR)(BS)(BT)(BU)(BV)(BW)(BX)(BY)(BZ)(CA)(CB)(CC)(CD),1,-,-1,F1SGC7_PIG;A0A287AWS0_PIG,,,,,,,,,,,Mitochondrial ribosomal protein L47;Mitochondrial ribosomal protein L41,Sus scrofa;Sus scrofa,Be,B2
IF15068,(MRP-L27)(MRP-L47),11871,1,47,P 1(EMI),A7BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz012345678,7o9k,70,1048.55,AB,(MRP-L27);(MRP-L47),1,1,0,A7BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz012345678,A7BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC)(BD)(BE)(BF)(BG)(BH)(BI),1,-,-1,RM41_HUMAN;RM47_HUMAN,,,,,,,,,,,"MRP-L41,39S RIBOSOMAL PROTEIN L27 HOMOLOG,BCL-2-INTERACTING MITOCHONDRIAL RIBOSOMAL PROTEIN L41,CELL PROLIFERATION-INDUCING GENE 3 PROTEIN,MRP-L27 HOMOLOG,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN ML41;MRP-L47,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN UL29M,NASOPHARYNGEAL CARCINOMA METASTASIS-RELATED PROTEIN 1",Homo sapiens;Homo sapiens,9,Y
IF15067,(MRP-L27)(MRP-L47),11871,1,48,P 1(EMI),A6BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456,7o9m,54,1033.05,AB,(MRP-L27);(MRP-L47),1,1,0,A6BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456,A6BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC)(BD)(BE)(BF)(BG),1,-,-1,RM41_HUMAN;RM47_HUMAN,,,,,,,,,,,"MRP-L41,39S RIBOSOMAL PROTEIN L27 HOMOLOG,BCL-2-INTERACTING MITOCHONDRIAL RIBOSOMAL PROTEIN L41,CELL PROLIFERATION-INDUCING GENE 3 PROTEIN,MRP-L27 HOMOLOG,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN ML41;MRP-L47,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN UL29M,NASOPHARYNGEAL CARCINOMA METASTASIS-RELATED PROTEIN 1",Homo sapiens;Homo sapiens,9,Y
IF15066,(MRP-L27)(MRP-L47),11871,1,55,P 1(EMI),ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz012(1),7odr,54,1048.05,AB,(MRP-L47);(MRP-L27),1,1,1,ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz012,ABCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC),1,ABCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC),1,RM47_HUMAN;RM41_HUMAN,,,,,,,,,,,"MRP-L47,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN UL29M,NASOPHARYNGEAL CARCINOMA METASTASIS-RELATED PROTEIN 1;MRP-L41,39S RIBOSOMAL PROTEIN L27 HOMOLOG,BCL-2-INTERACTING MITOCHONDRIAL RIBOSOMAL PROTEIN L41,CELL PROLIFERATION-INDUCING GENE 3 PROTEIN,MRP-L27 HOMOLOG,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN ML41",Homo sapiens;Homo sapiens,9,Y
IF15065,(MRP-L27)(MRP-L47),11871,1,49,P 1(EMI),ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123,7ods,60,1042.25,AB,(MRP-L47);(MRP-L27),1,1,1,ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123,ABCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC)(BD),1,ABCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC)(BD),1,RM47_HUMAN;RM41_HUMAN,,,,,,,,,,,"MRP-L47,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN UL29M,NASOPHARYNGEAL CARCINOMA METASTASIS-RELATED PROTEIN 1;MRP-L41,39S RIBOSOMAL PROTEIN L27 HOMOLOG,BCL-2-INTERACTING MITOCHONDRIAL RIBOSOMAL PROTEIN L41,CELL PROLIFERATION-INDUCING GENE 3 PROTEIN,MRP-L27 HOMOLOG,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN ML41",Homo sapiens;Homo sapiens,9,Y
IF15064,(MRP-L27)(MRP-L47),11871,1,50,P 1(EMI),ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123,7odt,62,1063.6,AB,(MRP-L47);(MRP-L27),1,1,0,ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123,ABCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC)(BD),1,-,-1,RM47_HUMAN;RM41_HUMAN,,,,,,,,,,,"MRP-L47,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN UL29M,NASOPHARYNGEAL CARCINOMA METASTASIS-RELATED PROTEIN 1;MRP-L41,39S RIBOSOMAL PROTEIN L27 HOMOLOG,BCL-2-INTERACTING MITOCHONDRIAL RIBOSOMAL PROTEIN L41,CELL PROLIFERATION-INDUCING GENE 3 PROTEIN,MRP-L27 HOMOLOG,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN ML41",Homo sapiens;Homo sapiens,9,Y
IF15063,(MRP-L27)(MRP-L47),11871,1,56,P 1(EMI),ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz01(1),7of0,44,1041.5,AB,(MRP-L47);(MRP-L27),1,1,0,ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz01,ABCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB),1,-,-1,RM47_HUMAN;RM41_HUMAN,,,,,,,,,,,"MRP-L47,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN UL29M,NASOPHARYNGEAL CARCINOMA METASTASIS-RELATED PROTEIN 1;MRP-L41,39S RIBOSOMAL PROTEIN L27 HOMOLOG,BCL-2-INTERACTING MITOCHONDRIAL RIBOSOMAL PROTEIN L41,CELL PROLIFERATION-INDUCING GENE 3 PROTEIN,MRP-L27 HOMOLOG,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN ML41",Homo sapiens;Homo sapiens,9,Y
IF15062,(MRP-L27)(MRP-L47),11871,1,53,P 1(EMI),ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz01,7of2,38,1054.85,AB,(MRP-L47);(MRP-L27),1,1,0,ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz01,ABCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB),1,-,-1,RM47_HUMAN;RM41_HUMAN,,,,,,,,,,,"MRP-L47,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN UL29M,NASOPHARYNGEAL CARCINOMA METASTASIS-RELATED PROTEIN 1;MRP-L41,39S RIBOSOMAL PROTEIN L27 HOMOLOG,BCL-2-INTERACTING MITOCHONDRIAL RIBOSOMAL PROTEIN L41,CELL PROLIFERATION-INDUCING GENE 3 PROTEIN,MRP-L27 HOMOLOG,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN ML41",Homo sapiens;Homo sapiens,9,Y
IF15061,(MRP-L27)(MRP-L47),11871,1,57,P 1(EMI),ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz01(2),7of3,44,1049.4,AB,(MRP-L47);(MRP-L27),1,1,0,ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz01,ABCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB),1,-,-1,RM47_HUMAN;RM41_HUMAN,,,,,,,,,,,"MRP-L47,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN UL29M,NASOPHARYNGEAL CARCINOMA METASTASIS-RELATED PROTEIN 1;MRP-L41,39S RIBOSOMAL PROTEIN L27 HOMOLOG,BCL-2-INTERACTING MITOCHONDRIAL RIBOSOMAL PROTEIN L41,CELL PROLIFERATION-INDUCING GENE 3 PROTEIN,MRP-L27 HOMOLOG,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN ML41",Homo sapiens;Homo sapiens,9,Y
IF15060,(MRP-L27)(MRP-L47),11871,1,61,P 1(EMI),ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxy(1),7of4,34,1053.95,AB,(MRP-L47);(MRP-L27),1,1,0,ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxy,ABCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY),1,-,-1,RM47_HUMAN;RM41_HUMAN,,,,,,,,,,,"MRP-L47,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN UL29M,NASOPHARYNGEAL CARCINOMA METASTASIS-RELATED PROTEIN 1;MRP-L41,39S RIBOSOMAL PROTEIN L27 HOMOLOG,BCL-2-INTERACTING MITOCHONDRIAL RIBOSOMAL PROTEIN L41,CELL PROLIFERATION-INDUCING GENE 3 PROTEIN,MRP-L27 HOMOLOG,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN ML41",Homo sapiens;Homo sapiens,9,Y
IF15059,(MRP-L27)(MRP-L47),11871,1,51,P 1(EMI),ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz012(1),7of5,44,1048.75,AB,(MRP-L47);(MRP-L27),1,1,0,ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz012,ABCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC),1,-,-1,RM47_HUMAN;RM41_HUMAN,,,,,,,,,,,"MRP-L47,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN UL29M,NASOPHARYNGEAL CARCINOMA METASTASIS-RELATED PROTEIN 1;MRP-L41,39S RIBOSOMAL PROTEIN L27 HOMOLOG,BCL-2-INTERACTING MITOCHONDRIAL RIBOSOMAL PROTEIN L41,CELL PROLIFERATION-INDUCING GENE 3 PROTEIN,MRP-L27 HOMOLOG,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN ML41",Homo sapiens;Homo sapiens,9,Y
IF15058,(MRP-L27)(MRP-L47),11871,1,62,P 1(EMI),ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxy(2),7of6,34,1049.45,AB,(MRP-L47);(MRP-L27),1,1,1,ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxy,ABCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY),1,ABCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY),1,RM47_HUMAN;RM41_HUMAN,,,,,,,,,,,"MRP-L47,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN UL29M,NASOPHARYNGEAL CARCINOMA METASTASIS-RELATED PROTEIN 1;MRP-L41,39S RIBOSOMAL PROTEIN L27 HOMOLOG,BCL-2-INTERACTING MITOCHONDRIAL RIBOSOMAL PROTEIN L41,CELL PROLIFERATION-INDUCING GENE 3 PROTEIN,MRP-L27 HOMOLOG,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN ML41",Homo sapiens;Homo sapiens,9,Y
IF15057,(MRP-L27)(MRP-L47),11871,1,52,P 1(EMI),ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz012(2),7of7,45,1032.85,AB,(MRP-L47);(MRP-L27),1,1,0,ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz012,ABCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC),1,-,-1,RM47_HUMAN;RM41_HUMAN,,,,,,,,,,,"MRP-L47,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN UL29M,NASOPHARYNGEAL CARCINOMA METASTASIS-RELATED PROTEIN 1;MRP-L41,39S RIBOSOMAL PROTEIN L27 HOMOLOG,BCL-2-INTERACTING MITOCHONDRIAL RIBOSOMAL PROTEIN L41,CELL PROLIFERATION-INDUCING GENE 3 PROTEIN,MRP-L27 HOMOLOG,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN ML41",Homo sapiens;Homo sapiens,9,Y
IF15090,(MRP-L27)(MRP-L47),11871,1,20,P 1(EMI),A6BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRS(1),7og4,83,1032.4,AB,(MRP-L27);(MRP-L47),1,1,0,A6BCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz0123456789ABCDEFGHIJKLMNOPQRS,A6BCDEFGHIJKLMNOPQRSTUVWXYZ(AA)(AB)(AC)(AD)(AE)(AF)(AG)(AH)(AI)(AJ)(AK)(AL)(AM)(AN)(AO)(AP)(AQ)(AR)(AS)(AT)(AU)(AV)(AW)(AX)(AY)(AZ)(BA)(BB)(BC)(BD)(BE)(BF)(BG)(BH)(BI)(BJ)(BK)(BL)(BM)(BN)(BO)(BP)(BQ)(BR)(BS)(BT)(BU)(BV)(BW)(BX)(BY)(BZ)(CA)(CB)(CC),1,-,-1,RM41_HUMAN;RM47_HUMAN,,,,,,,,,,,"MRP-L41,39S RIBOSOMAL PROTEIN L27 HOMOLOG,BCL-2-INTERACTING MITOCHONDRIAL RIBOSOMAL PROTEIN L41,CELL PROLIFERATION-INDUCING GENE 3 PROTEIN,MRP-L27 HOMOLOG,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN ML41;MRP-L47,MITOCHONDRIAL LARGE RIBOSOMAL SUBUNIT PROTEIN UL29M,NASOPHARYNGEAL CARCINOMA METASTASIS-RELATED PROTEIN 1",Homo sapiens;Homo sapiens,9,XY
